Data,Sentimento,Decisão,Preço Unitário,Qtd. Ações,Valor Investido,Caixa Livre,Patrimônio Total,Lucro/Prejuízo,Resumo da Notícia
2026-01-10,POSITIVO,COMPRA,54.4,183,9955.2,12.59,9967.79,,"Embraer voou em 2025: para o BTG, ainda dá para chegar mais alto Após 2025 “excepcional”, na avaliação do BTG, fabricante brasileira de aviões entra em 2026 com uma visão otimista do mercado"
2026-01-26,POSITIVO,MANTIDO (Comprado),61.08,183,11177.64,12.59,11190.23,,"2026 em foco: inflação, juros e as melhores oportunidades do ano segundo o BTG O relatório Onde Investir 2026 traz projeções macro, tendências globais e as melhores oportunidades por classe de ativos"
2026-02-09,POSITIVO,MANTIDO (Comprado),60.18,183,11012.94,12.59,11025.53,,"Focus, inflação nos EUA e discursos do Fed: o que move os mercados Os balanços de BB Seguridade, BTG e Motiva e Galípolo em evento da ABBC também concentram as atenções do mercado nesta segunda, 9 | BTG Pactual: com receitas recordes, lucro cresce 40% no 4º tri, para R$ 4,6 bilhões Rentabilidade do banco encostou nos 27%, superando projeções de começo de ano"
2026-02-11,NEGATIVO,VENDA,58.89,0,0.0,10789.46,10789.46,821.67,"Esteves: Risco político diminuiu e eleição faz menos preço no mercado Para o 'chairman' do BTG Pactual, eleições se tornaram menos relevantes em visões de médio e longo prazo sobre o país"
2026-03-03,NEGATIVO,MANTIDO (Zerado),58.57,0,0.0,10789.46,10789.46,,"PRIO é favorita de analistas para crise no Irã e desbanca Petrobras Para BTG e XP, empresa tem mais chances de capturar alta do preço do petróleo"
2026-03-13,NEGATIVO,MANTIDO (Zerado),56.24,0,0.0,10789.46,10789.46,,"Ânima amplia receita e melhora margens, mas tem prejuízo de R$ 18 milhões Prejuízo reflete impacto do endividamento de R$ 3 bilhões ajustados; BTG Pactual avalia resultados como ""em linha"""
2026-03-25,POSITIVO,COMPRA,55.54,194,10774.76,14.7,10789.46,,"Entrada em farmácia faria do Meli 'superplataforma de consumo essencial', diz BTG Analistas veem movimento como estratégico, com potencial de consolidar a companhia como um ecossistema de consumo essencial no longo prazo"
2026-03-28,POSITIVO,MANTIDO (Comprado),54.44,194,10561.36,14.7,10576.06,,"Diversificação do capital global para fora dos EUA favorece emergentes, diz André Esteves Para sócio do BTG Pactual, fatores geopolíticos e financeiros têm levado investidores institucionais a reduzir a concentração em ativos denominados em dólar"
2026-03-31,NEGATIVO,VENDA,56.66,0,0.0,11006.74,11006.74,217.28,"Investidor estrangeiro ‘não está dando a menor bola’ para eleição no Brasil, diz Esteves, do BTG Para o banqueiro, pleito presidencial no país está cada vez mais presente nas conversas, mas influenciando muito pouco os preços dos ativos | Se Brasil voltar a ter 5% de participação em portfólios globais, fluxo seria de até US$ 40 bilhões, diz BTG Por mais que tenha ganhado a atenção do estrangeiro, mercado brasileiro ainda está com participação abaixo da média histórica nos portfólios globais em relação ao que foi nos últimos dez a 20 anos"
2026-04-01,POSITIVO,COMPRA,55.53,198,10994.94,11.8,11006.74,,"BTG substitui Prio por Petrobras e inclui Embraer nas recomendações de abril Banco eleva exposição a petróleo e gás e aposta em empresas mais resilientes à volatilidade global, mantendo estratégia apesar da guerra no Irã | Mega IPO da SpaceX reúne 21 bancos; BTG aparece na lista A listagem, cujo codinome interno é Projeto Apex, deverá estar entre as estreias no mercado de ações mais observadas em Wall Street"
2026-04-02,POSITIVO,MANTIDO (Comprado),57.5,198,11385.0,11.8,11396.8,,"Fluxo gringo na B3 tem melhor março em quatro anos, apesar da Guerra Interesse estrangeiro pelo Brasil ""permanece inabalável"", apesar de aversão ao risco, diz BTG Pactual"
2026-04-03,POSITIVO,MANTIDO (Comprado),57.5,198,11385.0,11.8,11396.8,,Ibovespa retoma os 185 mil pontos após tombo; units do BTG sobem mais de 4% Avanço mais forte de blue chips de bancos deu fôlego para que o Ibovespa voltasse a engatar uma alta mais expressiva | Ações de bancos se recuperam com alívio no prêmio de risco global; BTG lidera altas e sobe quase 3% Blue chips de instituições financeiras sobem em bloco; outras ações do índice também mostram reação
2026-04-06,POSITIVO,MANTIDO (Comprado),57.59,198,11402.82,11.8,11414.62,,"Ozempic e Mounjaro blindam farmácias na bolsa em período instável Demanda por canetas emagrecedoras é um dos principais vetores de crescimento projetado para 2026, diz BTG"
2026-04-09,POSITIVO,MANTIDO (Comprado),63.03,198,12479.94,11.8,12491.74,,"O avanço da Liv Up em marmita caseira Também no Breakfast: O apoio do FGC ao acordo do BTG Pactual para comprar o Digimais, segundo fontes | As vantagens da IA para startups brasileiras, de acordo com executivo da Anthropic | Os cenários opostos da ata do Fed para os juros dos EUA"
2026-04-14,NEGATIVO,VENDA,63.3,0,0.0,12545.2,12545.2,1538.46,Alta do petróleo favorece Brasil e pode levar saldo comercial a US$ 90 bilhões BTG Pactual revisa projeções e aponta que alta do Brent agora melhora balança comercial e transações correntes
2026-04-20,POSITIVO,COMPRA,63.7,196,12485.2,60.0,12545.2,,"Empresa dos EUA compra única mina de terras raras do Brasil e dispara na bolsa USA Rare Earth compra Serra Verde por US$ 2,8 bi com garantia de preço por 15 anos; BTG vê marco no setor"
2026-05-03,NEGATIVO,VENDA,59.66,0,0.0,11753.36,11753.36,-791.84,"Vorcaro diz em mensagens que BC pediu que ouvisse proposta do BTG Durante o encontro, disse que foi orientado a esquecer o Banco de Brasília"
