Data,Sentimento,Decisão,Preço Unitário,Qtd. Ações,Valor Investido,Caixa Livre,Patrimônio Total,Lucro/Prejuízo,Resumo da Notícia
2026-02-03,POSITIVO,MANTIDO (Comprado),16.25,677,11004.0,7.97,11011.97,,"Fundos ensaiam retomada na B3 e movimentam quase R$ 1 trilhão em ações Número de 2025 foi 25% maior que o registrado um ano antes; 'blue chip's concentraram negócios | Santander cai forte na B3 após matriz espanhola antecipar balanço Número veio abaixo do consenso do mercado; no entanto, EXAME apurou que resultado não segue padrões contábeis utilizados pela operação brasileira | Estrangeiros aportam R$ 826 milhões na B3 em 26 de fevereiro Saldo do mês da categoria de investidores está positivo em mais de R$ 16 bilhões"
2026-02-04,NEGATIVO,VENDA,15.84,0,0.0,10728.78,10728.78,-465.24,"Ibovespa recua após recorde com apenas seis ações em alta; veja quais são O principal índice da B3 abriu em queda, voltando ao patamar dos 184 mil pontos, com bancos e Petrobras operando no vermelho"
2026-02-06,POSITIVO,COMPRA,16.98,631,10715.08,13.7,10728.78,,"Ibovespa acompanha bolsas nos EUA e vira para alta O principal índice de referência da B3 também é impulsionado pelas bolsas americanas | Ibovespa fecha em alta após pregão volátil e acumula ganho semanal de 0,9 O principal índice acionário da B3 encerrou as negociações desta sexta-feira, 6, em alta de 0,45%, aos 182.955 pontos"
2026-02-10,NEGATIVO,VENDA,17.53,0,0.0,11074.43,11074.43,345.65,"Ibovespa quebra sequência de altas e fecha em leve queda de 0,17% Principal índice acionário da B3 encerrou as negociações em queda de 0,17%, aos 185.929 pontos, em sessão marcada por volatilidade e realização de lucros"
2026-02-13,NEGATIVO,MANTIDO (Zerado),17.41,0,0.0,11074.43,11074.43,,"'Bancões' da B3 lucraram menos em 2025. Culpa do BB — e poderia ter sido pior Sem Banco do Brasil, lucro avançou no ano e bateu melhor marca da série histórica"
2026-02-23,NEGATIVO,MANTIDO (Zerado),17.8,0,0.0,11074.43,11074.43,,"Ibovespa cai e perde os 190 mil pontos com novas tarifas globais de Trump Entre as blue chips, as ações de grandes bancos recuam e pensam sobre o principal índice da B3 | Ações da Azul disparam mais de 30% após saída do Chapter 11 A companhia aérea enfrenta, porém, forte desvalorização em 2026, com queda de 80,6% e ações em alta volatilidade na B3"
2026-02-25,NEGATIVO,MANTIDO (Zerado),18.08,0,0.0,11074.43,11074.43,,"Ibovespa avança, supera 192 mil pontos e bate novo recorde O principal índice da B3 superou a marca inédita de 192 mil pontos e chegou a tocar 192.234,55 pontos, acima do recorde intradiário da véspera | Ibovespa vira e passa cair após superar os 192 mil pontos Papéis como Petrobras e grandes bancos passaram a operar no vermelho, puxando o principal índice da B3 para baixo | Ibovespa fecha em leve queda após bater novo recorde e superar 192 mil pontos Na reta final, a principal referência acionária da B3 chegou a se afastou das mínimas, operando próximo da estabilidade, mas não sustentou o movimento"
2026-02-26,NEGATIVO,MANTIDO (Zerado),17.98,0,0.0,11074.43,11074.43,,"Ibovespa recua para os 190 mil pontos com baixas de Vale e Petrobras Às 10h29, o principal índice acionário da B3 recuava 0,27%, aos 190.726 pontos, após fechar em leve queda na véspera"
2026-02-27,NEGATIVO,MANTIDO (Zerado),17.5,0,0.0,11074.43,11074.43,,"Ibovespa encerra fevereiro em alta acumulada de 4%; dólar cai a R$ 5,13 Principal índice da B3 encerrou último pregão do mês em queda de 1,16% após IPCA-15 vir acima do esperado; exterior segue pressionado por temor com IA"
2026-03-02,POSITIVO,COMPRA,17.69,626,11072.84,1.59,11074.43,,"Petrobras salta mais de 6% em Nova York com disparada do petróleo Alta no pré-mercado antecipa possível reação forte na B3 após escalada de conflitos no Oriente Médio envolvendo Estados Unidos, Israel e Irã | Kepler Weber fecha acordo de venda para empresa americana e pode sair da B3 Com sede em Panambi (RS), a empresa tem três fábricas, nove centros de distribuição, cerca de 2 mil funcionários e presença em 53 países | Temporada de balanços do 4T25 em destaque: veja ações e setores para ficar de olho Expectativa geral é de alta nos principais indicadores, mostrando resiliência das companhias da B3 | Kepler Weber (KEPL3) fecha acordo de venda para empresa americana e pode sair da B3 Com sede em Panambi (RS), a empresa tem três fábricas, nove centros de distribuição, cerca de 2 mil funcionários e presença em 53 países"
2026-03-03,POSITIVO,MANTIDO (Comprado),17.83,626,11160.13,1.59,11161.72,,"Estrangeiros aportam R$ 15,4 bi na B3 em fevereiro, maior entrada para o mês desde 2022 Categoria de investidores acumula entradas de R$ 41,7 bilhões no ano"
2026-03-04,NEGATIVO,VENDA,18.08,0,0.0,11317.58,11317.58,243.15,"Crise no Irã faz bolsas globais apagarem ganhos — mas não do Ibovespa Queda global após escalada no Oriente Médio derruba o Ibovespa em 3,28% e elimina R$ 166,4 bilhões em valor de mercado na B3 | Petrobras freia alta do Ibovespa, com petróleo em baixa no exterior O principal índice da B3 subia 0,65%, aos 184.291 pontos, abaixo da máxima intradiária, de mais de 186 mil pontos | Ibovespa recupera parte das perdas com Irã e fecha em alta de 1,2% Principal índice acionário da B3 fechou em alta de mais de 1% e retomou o patamar dos 185 mil pontos, apesar de Vale e Petrobras"
2026-03-05,NEGATIVO,MANTIDO (Zerado),17.38,0,0.0,11317.58,11317.58,,"Fluxo gringo na B3 diminui em fevereiro, mas soma R$ 42,5 bilhões no ano O montante de apenas dois meses já supera em 58% todo o fluxo registrado em 2025"
2026-03-06,NEGATIVO,MANTIDO (Zerado),17.17,0,0.0,11317.58,11317.58,,"Ibovespa tem pior semana em quase 4 anos e recua 5% O principal índice acionário da B3 acumulou queda de 4,99%, no pior desempenho semanal desde junho de 2022; no dia, queda foi de 0,61%"
2026-03-09,NEGATIVO,MANTIDO (Zerado),17.52,0,0.0,11317.58,11317.58,,"Circuit breaker: Guerra no Irã leva bolsas à paralisação em 2026; entenda No Brasil, as regras do mecanismo são definidas pela B3, baseadas na variação do Ibovespa"
2026-03-10,NEGATIVO,MANTIDO (Zerado),17.83,0,0.0,11317.58,11317.58,,"Para esses analistas, petróleo a US$ 120 poderia zerar retorno do Ibovespa Segundo o estudo, o principal índice da B3 tende a apresentar retornos significativamente maiores em cenários de petróleo em queda ou estável"
2026-03-11,NEGATIVO,MANTIDO (Zerado),17.72,0,0.0,11317.58,11317.58,,"Petrobras segura Ibovespa em novo dia de cautela nos mercados Por volta das 10h32, o principal índice acionário da B3 registrava alta de 0,32%, aos 184.108 pontos, enquanto bolsas na Europa e em NY recuam"
2026-03-13,NEGATIVO,MANTIDO (Zerado),17.48,0,0.0,11317.58,11317.58,,"Ibovespa apaga ganhos com blue chips em queda; dólar vira para alta O principal índice acionário da B3 perdeu força com a queda de ações de peso do índice, como Vale, Petrobras e grandes bancos que aceleraram as perdas"
2026-03-17,NEGATIVO,MANTIDO (Zerado),17.19,0,0.0,11317.58,11317.58,,"Ibovespa acompanha NY e reduz ganhos; dólar desacelera queda Por volta das 16h20, o principal índice da B3 subia 0,20%, aos 180.234 pontos"
2026-03-19,NEGATIVO,MANTIDO (Zerado),16.63,0,0.0,11317.58,11317.58,,B3 confirma saída de Gilson Finkelsztain: CEO permanece no cargo até julho Empresa afirmou que o nome do sucessor ainda não foi definido
2026-03-20,NEGATIVO,MANTIDO (Zerado),16.7,0,0.0,11317.58,11317.58,,"Ibovespa despenca 2,25% e engata 4ª semana seguida de queda O principal índice da B3 caiu 2,25%, aos 176.219 pontos, perdendo o patamar dos 177 mil pontos"
2026-03-24,NEGATIVO,MANTIDO (Zerado),17.78,0,0.0,11317.58,11317.58,,"Ibovespa fecha em leve alta com Petrobras; dólar sobe com incerteza sobre guerra Principal índice acionário da B3 subiu 0,32%, aos 182.509 pontos após sessão volátil; enquanto o dólar avançou 0,27%, a R$ 5,254"
2026-03-25,NEGATIVO,MANTIDO (Zerado),17.61,0,0.0,11317.58,11317.58,,Fluxo gringo na B3 cresce apesar da Guerra e Brasil vira 'porto seguro' Avaliação é do JP Morgan; Goldman Sachs tem visão mais pessimista sobre emergentes
2026-03-28,NEGATIVO,MANTIDO (Zerado),17.37,0,0.0,11317.58,11317.58,,"Capital estrangeiro na B3 resiste ao primeiro mês da guerra, mas desacelera Entradas seguem positivas mesmo com a guerra no Irã, mas ritmo cai mês a mês e já reflete maior cautela global"
2026-03-31,POSITIVO,COMPRA,18.54,610,11309.4,8.18,11317.58,,"Estrangeiros aportam R$ 975,3 milhões na B3 em 27 de março Categoria de investidores acumulou saldo de R$ 50,5 bilhões em 2026"
2026-04-01,POSITIVO,MANTIDO (Comprado),17.98,610,10967.8,8.18,10975.98,,"Ibovespa inicia abril em alta com expectativa de cessar-fogo no Oriente Médio Principal índice da B3 volta a subir após alta de quase 3% na véspera; bolsas americanas seguem em tendência positiva | B3 entra no mercado de previsão e avalia permitir apostas em eleições, segundo fontes Bolsa buscou um parecer jurídico sobre se a legislação brasileira impõe restrições a contratos de eventos ligados a eleições, que poderiam estar disponíveis a tempo do pleito presidencial de outubro | Ibovespa sobe com otimismo no exterior por possível cessar-fogo no Oriente Médio Principal índice da B3 volta a subir após alta de quase 3% na véspera; bolsas americanas seguiram tendência positiva | Estrangeiros aportam R$ 603,4 milhões na B3 em 30 de março Categoria de investidores acumulou saldo de R$ 51,1 bilhões em 2026"
2026-04-02,POSITIVO,MANTIDO (Comprado),18.61,610,11352.1,8.18,11360.28,,"Ibovespa e dólar fecham perto da estabilidade antes do feriado de Páscoa Principal índice da B3 registrou alta de 0,05%, e dólar se manteve cotado a R$ 5,16; bolsas americanas se recuperaram após tensão por discurso de Trump sobre o Irã | Fluxo gringo na B3 tem melhor março em quatro anos, apesar da Guerra Interesse estrangeiro pelo Brasil ""permanece inabalável"", apesar de aversão ao risco, diz BTG Pactual | Sparta levanta R$ 750 milhões para fundo de infraestrutura listado na B3 Com isso, patrimônio do fundo, que era de R$ 280 milhões, mais que triplicou | Mesmo com guerra, aportes de estrangeiros na B3 batem maior volume para março desde 2022 Além de estrangeiros, março terminou com saldo positivo de R$ 276,8 bilhões alocado por investidores individuais"
2026-04-03,POSITIVO,MANTIDO (Comprado),18.61,610,11352.1,8.18,11360.28,,"Estrangeiros aportaram R$ 713 milhões na B3 no 1º pregão após a eclosão da guerra no Oriente Médio Saldo da categoria de investidores permanece positivo no ano em R$ 42,4 bilhões"
2026-04-06,NEGATIVO,VENDA,18.24,0,0.0,11134.58,11134.58,-183.0,"Estrangeiros aportam R$ 1,4 bi na B3 em 1º de abril e acumulam saldo de R$ 54,7 bi em 2026 Em 2026, a categoria acumula déficit de R$ 41,3 bilhões"
2026-04-07,POSITIVO,COMPRA,19.19,580,11130.2,4.38,11134.58,,"Gestores preveem retorno em massa de estrangeiros à B3 após a Guerra Algumas das principais casas avaliam que há espaço para uma aceleração de aportes em um cenário de normalização geopolítica | Bradesco prevê 10 ofertas de ações este ano na B3, com algo em torno de R$ 15 bilhões Em renda fixa, o banco projeta R$ 550 bilhões de emissões no mercado local e entre US$ 20 bilhões e US$ 25 bilhões em emissões externas de dívida de empresas brasileiras este ano | Estrangeiros aportam R$ 376,9 milhões na B3 em 2 de abril Categoria de investidores acumulou saldo de R$ 55,1 bilhões em 2026"
2026-04-09,POSITIVO,MANTIDO (Comprado),19.39,580,11246.2,4.38,11250.58,,"Lucro das maiores empresas da B3 cresce 37% e vai a R$ 289 bi em 2025 Petrobras foi principal destaque, com lucro de R$ 110,1 bilhões no ano, o tripo do resultado do ano anterior"
2026-04-10,POSITIVO,MANTIDO (Comprado),19.4,580,11252.0,4.38,11256.38,,"Estrangeiros aportam R$ 2,6 bilhões na B3 em 8 de abril Categoria de investidores acumulou saldo de R$ 56,5 bilhões em 2026"
2026-04-15,POSITIVO,MANTIDO (Comprado),19.91,580,11547.8,4.38,11552.18,,"Estrangeiros aportaram R$ 417,7 milhões na B3 em 13 de abril, com saldo de R$ 67,8 bi em 2026 No mesmo dia, o investidor institucional registrou saída de R$ 507,4 milhões"
2026-04-16,POSITIVO,MANTIDO (Comprado),20.2,580,11716.0,4.38,11720.38,,"Estrangeiros aportam R$ 1,2 bilhão na B3 em 14 de abril Categoria de investidores acumula saldo de R$ 69 bilhões em 2026 | B3 divulga 2ª prévia do Ibovespa de maio com saídas de IRB e mais três ações A partir do dia 4 maio, a carteira do principal índice acionário da B3 contará com 79 ativos de 76 empresas"
2026-04-20,NEGATIVO,VENDA,19.15,0,0.0,11111.38,11111.38,-23.2,"Estrangeiros retiram R$ 771,2 milhões na B3 em 16 de abril, e acumulam saldo de R$ 67,2 bilhões em 2026 Com isso, o fluxo externo acumulado em abril chega a R$ 13,9 bilhões e, no ano, a R$ 67,2 bilhões | Estoque de títulos corporativos na B3 perde ritmo e cresce 17% no 1º tri Estoque de debêntures na B3 alcançou R$ 1,52 trilhão em março de 2026, um aumento de 19% em relação ao mesmo mês de 2025 | A bolsa abre hoje? Entenda o funcionamento da B3 na véspera do feriado Bancos terá funcionamento diferente no feriado, Dia de Tiradentes | Fluxo de estrangeiros na B3 passa R$ 10 bi mensais pelo 4⁰ mês seguido Até o último domingo, 19, o mês de abril já registrava a entrada de R$ 14,7 bilhões, elevando o acumulado líquido do ano para R$ 68 bilhões"
2026-04-22,NEGATIVO,MANTIDO (Zerado),19.08,0,0.0,11111.38,11111.38,,"Por que o Ibovespa cai mais de 1% hoje enquanto as bolsas de NY sobem? Petrobras avança com a alta do petróleo, mas sem força para impedir a queda do principal índice acionário da B3, que ampliou as perdas nesta quarta, 22 | Ibovespa fecha em queda de 1,65% na volta do feriado, com perdas de bancos e da Vale Principal índice da B3 recuou na contramão de Wall Street, em um movimento de realização de lucros; bolsas americanas avançaram após Trump voltar atrás e estender prazo de cessar-fogo com Irã"
2026-04-23,NEGATIVO,MANTIDO (Zerado),19.07,0,0.0,11111.38,11111.38,,"Dólar sobe a R$ 5 e Ibovespa recua com aumento da tensão no Oriente Médio Principal índice da B3 acompanhou as bolsas internacionais diante da falta de avanços nas negociações de paz no Oriente Médio | Ibovespa cai à espera de desdobramentos no Oriente Médio; dólar recua a R$ 4,96 Principal índice da B3 acompanha bolsas internacionais em queda diante da falta de avanços nas negociações de paz no Oriente Médio"
2026-04-24,NEGATIVO,MANTIDO (Zerado),18.94,0,0.0,11111.38,11111.38,,"Estrangeiros retiram R$ 460 milhões na B3 em 22 de abril, mas saldo mensal está positivo em mais de R$ 11 bilhões Categoria registra superávit mensal de R$ 11,1 bilhões | B3 divulga 3ª prévia do Ibovespa, confirma saída de IRB e mais três ações O principal índice acionário da bolsa reúne atualmente 82 ativos, mas passa a vigorar em 4 de maio com 79 papéis de 76 empresas"
