Data,Sentimento,Decisão,Preço Unitário,Qtd. Ações,Valor Investido,Caixa Livre,Patrimônio Total,Lucro/Prejuízo,Resumo da Notícia
2026-01-27,NEGATIVO,VENDA,85.29,0,0.0,9920.42,9920.42,197.2,"JPMorgan vê ação da Vale a R$ 100: entenda os motivos Analistas destacam resolução do acordo de Mariana, recuo no capex e dividendos robustos como pilares da tese de investimento"
2026-01-29,POSITIVO,COMPRA,85.67,115,9852.05,68.37,9920.42,,"Ibovespa renova máxima aos 186 mil com Copom, Vale e Petrobras Logo na abertura, o principal índice acionário da B3 subiu quase 1% e renovou o recorde de pontuação da sessão passada"
2026-01-30,NEGATIVO,VENDA,84.42,0,0.0,9776.67,9776.67,-143.75,"Ibovespa recua com siderúrgicas e cautela sobre indicação de Warsh ao Fed No campo das perdas, as siderúrgicas e mineradoras pressionam o índice. Os papéis da Vale (VALE3), de peso no Ibovespa. recuam mais de 2%"
2026-02-02,NEGATIVO,MANTIDO (Zerado),86.42,0,0.0,9776.67,9776.67,,Ibovespa resiste a mau humor no exterior e sobe com impulso da Vale e bancos Vale sobe mesmo com queda no preço do minério de ferro e ação do Ministério Público sobre vazamentos em minas
2026-02-03,POSITIVO,COMPRA,88.51,110,9736.1,40.57,9776.67,,"Ibovespa emplaca nova alta com apoio das 'blue chips': Vale é destaque Índice abriu o dia em forte alta; fluxo estrangeiro impulsiona a bolsa, mas pressiona dólar, que recua novamente | Ibovespa renova recorde e passa dos 186 mil pontos com rali das blue chips O destaque fica por conta da Vale (VALE3), com alta de 2,79%,, ainda que o preço do minério de ferro tenha recuado mais de 2% | Ibovespa termina sessão acima dos 185 mil pontos e renova recorde de fechamento Fluxo estrangeiro consistente e alta de Vale e Petrobras levaram o índice a novo recorde histórico no pregão desta terça-feira, 3"
2026-02-05,NEGATIVO,VENDA,86.41,0,0.0,9545.67,9545.67,-231.0,"Ibovespa fecha em leve alta com Vale caindo mais de 3% Os papéis da Vale (VALE3) recuaram 3,33%, registrando a segunda maior queda do dia"
2026-02-09,NEGATIVO,MANTIDO (Zerado),86.72,0,0.0,9545.67,9545.67,,"Ibovespa opera estável com 'blue chips' no zero a zero Apesar da notícia da paralisação das atividades da Vale (VALE3) em Ouro Preto, o papel sobe mais de 1% | Justiça paralisa operações da Vale em MG e impõe multa diária de R$ 100 mil Vale afirma que operações em Ouro Preto e Congonhas já estão paralisadas desde o último dia 26 de janeiro"
2026-02-11,POSITIVO,COMPRA,89.85,106,9524.1,21.57,9545.67,,"Ibovespa volta a subir forte e se reaproxima dos 190 mil pontos Ações que pressionaram a bolsa na véspera, como Vale e Petrobras, hoje dão impulso ao índice | Ibovespa bate marca histórica de 190 mil pontos Índice é impulsionado por ações da Vale, Petrobras e bancos, papéis de maior peso da carteira"
2026-02-13,NEGATIVO,VENDA,85.1,0,0.0,9042.17,9042.17,-503.5,"Ibovespa cai e se distancia dos 190 mil pontos com pressão de Vale após balanço Mineradora registrou prejuízo líquido atribuído aos acionistas de US$ 3,8 bilhões no quarto trimestre de 2025 | Afinal, o balanço da Vale foi bom ou ruim? Entenda o que causou prejuízo Números da companhia no 4º trimestre foram afetados por reavaliação de operações | Vale: dividendo extraordinário em 2026 é 'assunto para o 2º semestre', diz CFO CFO Marcelo Bacci diz que ano começou com forte geração de caixa e chance de dívida cair"
2026-02-18,NEGATIVO,MANTIDO (Zerado),83.03,0,0.0,9042.17,9042.17,,"A ressaca pós-Carnaval da Vale: ADR cai quase 5% em NY Mineradora volta a negociar após feriado prolongado sob impacto de Nova York e do recesso chinês | Ibovespa oscila na volta do carnaval e Vale cai mais de 2% Índice opera sem direção em pregão reduzido com investidores atentos à ata do Fed, enquanto a queda da Vale limita os ganhos | Ibovespa firma queda com tombo da Vale no pós-carnaval Após abrir instável na volta do feriado, índice recua 0,52% com queda firme da Vale, apesar do avanço da Petrobras e do exterior positivo"
2026-02-19,NEGATIVO,MANTIDO (Zerado),83.8,0,0.0,9042.17,9042.17,,"Ibovespa sobe com Petrobras em dia marcado por tensão entre EUA e Irã Por outro lado, Vale recua e investidores também digerem dados do IBC-Br e monitoram indicadores dos Estados Unidos"
2026-02-20,NEGATIVO,MANTIDO (Zerado),86.81,0,0.0,9042.17,9042.17,,"Ibovespa cai e perde os 188 mil pontos com pressão de 'blue chips' Índice cai com Petrobras, Vale e grandes bancos em baixa, enquanto investidores monitoram dados de PIB e inflação nos EUA"
2026-02-24,POSITIVO,COMPRA,89.03,101,8992.03,50.14,9042.17,,"Ibovespa sobe quase 1% e retoma os 190 mil pontos O movimento é de recomposição: sobem as ações da Vale, Petrobras e dos grandes bancos, que lideram a recuperação após as perdas nesta segunda, 23 | Ibovespa sobe mais de 1% e renova recorde; dólar cai para R$ 5,14 Principal índice acionário renova máximas intradiárias com apoio de Petrobras, Vale e Bancos, enquanto dólar mantém menor patamar em quase 2 anos"
2026-02-26,NEGATIVO,VENDA,89.14,0,0.0,9053.28,9053.28,11.11,"Nvidia fatura, em um trimestre, quase o dobro da receita da Vale em um ano Cifra também supera vendas da Petrobras nos nove primeiros meses de 2025 | Ibovespa recua para os 190 mil pontos com baixas de Vale e Petrobras Às 10h29, o principal índice acionário da B3 recuava 0,27%, aos 190.726 pontos, após fechar em leve queda na véspera | Ibovespa fecha em queda com pressão da Vale e exterior negativo; dólar sobe a R$ 5,14 Ações da mineradora recuaram 0,8% nesta quinta-feira (26); balanço da Nvidia não anima mercados no exterior, que seguem preocupados com IA"
2026-03-03,NEGATIVO,MANTIDO (Zerado),85.39,0,0.0,9053.28,9053.28,,"Ibovespa cai mais de 3%: GPA, Localiza e Vamos lideram perdas Entre as blue chips, os papéis da Vale (VALE3) e dos grandes bancos também recuavam e pressionam o principal índice em dia de aversão ao risco"
2026-03-04,POSITIVO,COMPRA,84.13,107,9001.91,51.37,9053.28,,"Ibovespa recupera parte das perdas com Irã e fecha em alta de 1,2% Principal índice acionário da B3 fechou em alta de mais de 1% e retomou o patamar dos 185 mil pontos, apesar de Vale e Petrobras"
2026-03-05,NEGATIVO,VENDA,80.9,0,0.0,8707.67,8707.67,-345.61,"Por que as ações da Vale (VALE3) caem hoje e recuam quase 8% na semana Mineradora hoje descola do preço do minério de ferro, que subiu forte no exterior: saiba o motivo | Ibovespa cai 2,64% e quase perde os 180 mil pontos, com piora da aversão ao risco O índice foi pressionado principalmente pelo desempenho negativo das chamadas blue chips, como Vale e ações de grandes bancos"
2026-03-13,NEGATIVO,MANTIDO (Zerado),79.39,0,0.0,8707.67,8707.67,,"Vale quer converter incentivo fiscal de R$ 500 milhões em novas ações Proposta será discutida em assembleia no próximo dia 30 de abril | Ibovespa apaga ganhos com blue chips em queda; dólar vira para alta O principal índice acionário da B3 perdeu força com a queda de ações de peso do índice, como Vale, Petrobras e grandes bancos que aceleraram as perdas"
2026-03-16,POSITIVO,COMPRA,79.1,110,8701.0,6.67,8707.67,,"Ibovespa avança 1% e busca os 180 mil pontos com Vale, Petrobras e bancos Nos Estados Unidos, as bolsas também abriram em forte alta, enquanto os preços do petróleo recuam | Ibovespa fecha em alta de 1,2%, próximo dos 180 mil pontos; dólar cai para R$ 5,23 As chamadas blue chips, como Petrobras, Vale e bancos, estão entre os avanços, impulsionando o índice para o campo positivo"
2026-03-17,POSITIVO,MANTIDO (Comprado),78.65,110,8651.5,6.67,8658.17,,"Ibovespa reduz alta, puxado por Vale e Itaú; dólar vai a R$ 5,19 Por outro lado, as ações de Petrobras (PETR3 e PETR4) seguem no campo positivo, impulsionando a alta do Ibovespa"
2026-03-27,NEGATIVO,VENDA,80.25,0,0.0,8834.17,8834.17,126.5,"Ibovespa zera perdas e sobe com Vale e Petrobras; dólar vira e cai Os ativos domésticos inverteram os sinais da abertura no início da tarde do pregão desta sexta-feira, 27"
2026-03-30,POSITIVO,COMPRA,80.74,109,8800.66,33.51,8834.17,,"Ibovespa sobe mais de 1% com Vale, Petrobras e bancos; dólar recua Após queda na sexta, mercado reage com alta disseminada, enquanto investidores monitoram guerra no Oriente Médio e avanço do petróleo"
2026-04-01,NEGATIVO,VENDA,81.51,0,0.0,8918.1,8918.1,83.93,A expansão da Roche em diagnósticos Também no Breakfast: O impacto da guerra no Irã no fluxo de IPOs em Wall St | O impacto da crise de caixa da Oncoclínicas nos tratamentos | Negócio de metais básicos da Vale deve representar um terço da geração de caixa em 2035
2026-04-09,NEGATIVO,MANTIDO (Zerado),85.0,0,0.0,8918.1,8918.1,,"Ibovespa supera 195 mil pontos com alívio das tensões na guerra e fluxo para emergentes Por outro lado, a fragilidade do acordo de cessar-fogo entre EUA e Irã pressiona as ações da Vale e os papéis ligados à economia doméstica"
2026-04-22,NEGATIVO,MANTIDO (Zerado),86.64,0,0.0,8918.1,8918.1,,"Petrobras sobe, mas Ibovespa é pressionado por Vale e bancos; dólar cai para R$ 4,96 A trégua entre Estados Unidos e Irã continua evitando uma deterioração mais aguda na percepção de risco global"
2026-04-23,NEGATIVO,MANTIDO (Zerado),85.97,0,0.0,8918.1,8918.1,,"Ibovespa perde os 192 mil pontos em meio à piora da percepção de risco Ações da Petrobras sobem com ganhos do petróleo, enquanto papéis de bancos e da Vale cedem | O que mexe com o Ibovespa hoje: bancos e Vale pesam — dólar cai para R$ 4,95 O Ibovespa abriu em leve alta as negociações nesta quinta-feira, 23, mas virou para a estabilidade, operando com viés de queda | Vale aposta na eletrificação: 'Processo passa pelo cobre', diz CEO Gustavo Pimenta, CEO da Vale, fala das ambições da companhia para sua divisão de metais após investimento bilionário que deve dobrar a produção"
